randNumCol,HW0-old,HW0-old - Max Points,HW0-old - Submission Time,HW0-old - Lateness (H:M:S),HW1,HW1 - Max Points,HW1 - Submission Time,HW1 - Lateness (H:M:S),HW2,HW2 - Max Points,HW2 - Submission Time,HW2 - Lateness (H:M:S),HW3,HW3 - Max Points,HW3 - Submission Time,HW3 - Lateness (H:M:S),HW4,HW4 - Max Points,HW4 - Submission Time,HW4 - Lateness (H:M:S),HW5,HW5 - Max Points,HW5 - Submission Time,HW5 - Lateness (H:M:S),HW6,HW6 - Max Points,HW6 - Submission Time,HW6 - Lateness (H:M:S),HW7,HW7 - Max Points,HW7 - Submission Time,HW7 - Lateness (H:M:S),HW8,HW8 - Max Points,HW8 - Submission Time,HW8 - Lateness (H:M:S),HW9,HW9 - Max Points,HW9 - Submission Time,HW9 - Lateness (H:M:S),HW10,HW10 - Max Points,HW10 - Submission Time,HW10 - Lateness (H:M:S),Midterm1,Midterm1 - Max Points,Midterm1 - Submission Time,Midterm1 - Lateness (H:M:S),Midterm1 conflict,Midterm1 conflict - Max Points,Midterm1 conflict - Submission Time,Midterm1 conflict - Lateness (H:M:S),Midterm1_Practice,Midterm1_Practice - Max Points,Midterm1_Practice - Submission Time,Midterm1_Practice - Lateness (H:M:S),Project_FA22,Project_FA22 - Max Points,Project_FA22 - Submission Time,Project_FA22 - Lateness (H:M:S),Project_FA22_code,Project_FA22_code - Max Points,Project_FA22_code - Submission Time,Project_FA22_code - Lateness (H:M:S),Project_Fa22_ExtraCredits,Project_Fa22_ExtraCredits - Max Points,Project_Fa22_ExtraCredits - Submission Time,Project_Fa22_ExtraCredits - Lateness (H:M:S),HW0,HW0 - Max Points,HW0 - Submission Time,HW0 - Lateness (H:M:S),Total Lateness (H:M:S)
883116166,,0.0,,00:00:00,,55.0,,00:00:00,36.0,52.0,2022-09-08 20:48:49 -0700,00:00:00,45.0,53.0,2022-09-15 18:42:04 -0700,00:00:00,40.5,52.0,2022-09-24 09:56:32 -0700,00:00:00,,52.0,,00:00:00,45.0,52.0,2022-10-13 11:47:02 -0700,00:00:00,40.0,52.0,2022-10-20 21:03:42 -0700,00:00:00,42.0,53.0,2022-10-27 17:19:33 -0700,00:00:00,47.0,53.0,2022-11-03 12:51:48 -0700,00:00:00,,55.0,,00:00:00,100.0,150.0,2022-10-06 10:21:56 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-11-30 22:08:56 -0800,00:00:00,2.0,2.0,2022-11-30 22:12:28 -0800,00:00:00,2.0,15.0,2022-12-01 16:22:31 -0800,00:00:00,,0.0,,00:00:00,00:00:00
293581171,,0.0,,00:00:00,53.0,55.0,2022-09-01 17:32:19 -0700,00:00:00,52.0,52.0,2022-09-08 19:56:29 -0700,00:00:00,53.0,53.0,2022-09-15 18:14:33 -0700,00:00:00,52.0,52.0,2022-09-24 18:25:29 -0700,00:00:00,52.0,52.0,2022-10-01 18:54:47 -0700,00:00:00,49.0,52.0,2022-10-13 18:07:11 -0700,00:00:00,52.0,52.0,2022-10-19 16:20:04 -0700,00:00:00,53.0,53.0,2022-10-27 20:49:01 -0700,00:00:00,53.0,53.0,2022-11-02 14:57:35 -0700,00:00:00,,55.0,,00:00:00,143.0,150.0,2022-10-06 10:15:29 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-11-30 15:28:11 -0800,00:00:00,2.0,2.0,2022-11-30 13:07:23 -0800,00:00:00,12.5,15.0,2022-12-01 20:02:17 -0800,00:00:00,,0.0,2022-08-24 14:17:51 -0700,00:00:00,00:00:00
381118522,,0.0,,00:00:00,13.0,55.0,2022-09-01 19:02:37 -0700,00:00:00,46.0,52.0,2022-09-08 21:05:53 -0700,00:00:00,45.0,53.0,2022-09-15 21:29:12 -0700,00:00:00,49.0,52.0,2022-09-24 15:36:49 -0700,00:00:00,47.0,52.0,2022-10-01 18:10:05 -0700,00:00:00,41.0,52.0,2022-10-13 20:19:48 -0700,00:00:00,45.0,52.0,2022-10-20 19:51:50 -0700,00:00:00,46.0,53.0,2022-10-27 19:50:18 -0700,00:00:00,48.0,53.0,2022-11-02 19:52:51 -0700,00:00:00,55.0,55.0,2022-11-17 17:16:22 -0800,00:00:00,111.0,150.0,2022-10-06 10:22:28 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,73.0,78.0,2022-12-01 17:01:21 -0800,00:00:00,2.0,2.0,2022-12-01 17:07:46 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-09-01 18:41:59 -0700,00:00:00,00:00:00
317104199,,0.0,2022-08-24 14:20:51 -0700,00:00:00,35.0,55.0,2022-09-01 21:51:26 -0700,00:00:00,38.0,52.0,2022-09-08 21:54:17 -0700,00:00:00,30.0,53.0,2022-09-15 18:44:04 -0700,00:00:00,39.0,52.0,2022-09-24 21:46:25 -0700,00:00:00,44.0,52.0,2022-10-01 18:10:06 -0700,00:00:00,44.0,52.0,2022-10-13 21:37:50 -0700,00:00:00,41.0,52.0,2022-10-18 23:03:41 -0700,00:00:00,36.0,53.0,2022-10-27 20:33:42 -0700,00:00:00,,53.0,,00:00:00,46.0,55.0,2022-11-17 16:32:01 -0800,00:00:00,98.5,150.0,2022-10-06 10:21:24 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,74.5,78.0,2022-12-02 17:48:39 -0800,00:00:00,2.0,2.0,2022-12-02 17:47:58 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-24 14:21:19 -0700,00:00:00,00:00:00
466291288,,0.0,2022-08-23 23:39:52 -0700,00:00:00,40.0,55.0,2022-09-01 13:47:11 -0700,00:00:00,48.0,52.0,2022-09-08 13:24:45 -0700,00:00:00,53.0,53.0,2022-09-14 20:36:36 -0700,00:00:00,52.0,52.0,2022-09-24 21:37:26 -0700,00:00:00,45.0,52.0,2022-09-29 19:22:03 -0700,00:00:00,44.5,52.0,2022-10-12 16:49:45 -0700,00:00:00,50.0,52.0,2022-10-20 17:13:55 -0700,00:00:00,49.0,53.0,2022-10-24 18:28:44 -0700,00:00:00,45.0,53.0,2022-11-02 21:39:37 -0700,00:00:00,,55.0,,00:00:00,125.0,150.0,2022-10-06 10:19:44 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,77.0,78.0,2022-11-30 13:49:16 -0800,00:00:00,2.0,2.0,2022-11-30 13:56:16 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-24 14:54:55 -0700,00:00:00,00:00:00
844164199,,0.0,,00:00:00,50.0,55.0,2022-09-01 21:54:50 -0700,00:00:00,49.0,52.0,2022-09-08 00:04:01 -0700,00:00:00,51.5,53.0,2022-09-15 21:20:47 -0700,00:00:00,50.0,52.0,2022-09-24 21:03:52 -0700,00:00:00,48.0,52.0,2022-10-01 21:58:17 -0700,00:00:00,50.0,52.0,2022-10-13 20:43:08 -0700,00:00:00,44.0,52.0,2022-10-20 21:59:06 -0700,00:00:06,46.0,53.0,2022-10-27 21:55:27 -0700,00:00:00,,53.0,,00:00:00,55.0,55.0,2022-11-17 21:15:40 -0800,00:00:00,128.5,150.0,2022-10-06 10:24:50 -0700,00:00:00,,150.0,,00:00:00,,150.0,2022-10-05 19:18:24 -0700,00:00:00,78.0,78.0,2022-12-02 21:51:30 -0800,00:00:00,2.0,2.0,2022-12-02 17:08:52 -0800,00:00:00,6.0,15.0,2022-12-02 21:48:32 -0800,00:00:00,,0.0,2022-08-29 17:03:46 -0700,00:00:00,00:00:06
578891403,,0.0,,00:00:00,41.0,55.0,2022-09-01 21:49:50 -0700,00:00:00,46.5,52.0,2022-09-08 21:03:56 -0700,00:00:00,,53.0,,00:00:00,40.5,52.0,2022-09-24 21:12:29 -0700,00:00:00,39.0,52.0,2022-10-01 21:48:48 -0700,00:00:00,35.0,52.0,2022-10-13 17:34:42 -0700,00:00:00,38.0,52.0,2022-10-20 21:57:10 -0700,00:00:00,50.0,53.0,2022-10-27 21:57:28 -0700,00:00:00,48.0,53.0,2022-11-03 21:52:22 -0700,00:00:00,,55.0,,00:00:00,52.0,150.0,2022-10-06 11:32:50 -0700,01:07:50,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:35:58 -0800,00:00:00,2.0,2.0,2022-12-02 21:38:01 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,01:07:50
558375823,,0.0,,00:00:00,48.5,55.0,2022-09-01 21:34:05 -0700,00:00:00,47.0,52.0,2022-09-08 20:06:50 -0700,00:00:00,49.0,53.0,2022-09-15 21:33:25 -0700,00:00:00,46.5,52.0,2022-09-24 21:31:11 -0700,00:00:00,49.0,52.0,2022-10-01 21:21:21 -0700,00:00:00,43.0,52.0,2022-10-13 21:29:57 -0700,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,50.0,55.0,2022-11-14 01:23:49 -0800,00:00:00,135.0,150.0,2022-10-06 10:13:55 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,77.0,78.0,2022-12-02 21:24:54 -0800,00:00:00,2.0,2.0,2022-12-02 20:43:12 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
287568073,,0.0,,00:00:00,53.0,55.0,2022-09-01 18:48:15 -0700,00:00:00,51.0,52.0,2022-09-08 20:18:38 -0700,00:00:00,53.0,53.0,2022-09-15 19:30:25 -0700,00:00:00,52.0,52.0,2022-09-24 19:01:39 -0700,00:00:00,52.0,52.0,2022-10-01 19:58:28 -0700,00:00:00,52.0,52.0,2022-10-13 19:24:41 -0700,00:00:00,52.0,52.0,2022-10-20 18:33:45 -0700,00:00:00,44.0,53.0,2022-10-27 20:53:18 -0700,00:00:00,,53.0,,00:00:00,55.0,55.0,2022-11-16 14:21:03 -0800,00:00:00,147.0,150.0,2022-10-06 10:24:42 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 18:24:49 -0800,00:00:00,2.0,2.0,2022-12-01 20:14:09 -0800,00:00:00,4.0,15.0,2022-12-01 20:19:59 -0800,00:00:00,,0.0,2022-08-25 18:40:23 -0700,00:00:00,00:00:00
709735325,,0.0,,00:00:00,43.0,55.0,2022-08-31 16:09:26 -0700,00:00:00,47.0,52.0,2022-09-08 19:08:45 -0700,00:00:00,44.0,53.0,2022-09-15 19:32:24 -0700,00:00:00,34.0,52.0,2022-09-24 18:12:50 -0700,00:00:00,49.0,52.0,2022-09-30 15:41:42 -0700,00:00:00,44.0,52.0,2022-10-13 20:46:13 -0700,00:00:00,41.0,52.0,2022-10-20 21:53:21 -0700,00:00:00,38.0,53.0,2022-10-27 21:34:57 -0700,00:00:00,41.0,53.0,2022-11-03 21:42:50 -0700,00:00:00,,55.0,,00:00:00,38.0,150.0,2022-10-06 10:18:45 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 17:37:31 -0800,00:00:00,2.0,2.0,2022-12-02 17:41:31 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
287712537,,0.0,2022-08-22 19:17:00 -0700,00:00:00,47.5,55.0,2022-08-31 10:58:57 -0700,00:00:00,41.0,52.0,2022-09-06 18:48:08 -0700,00:00:00,50.0,53.0,2022-09-15 17:35:15 -0700,00:00:00,52.0,52.0,2022-09-23 17:04:47 -0700,00:00:00,42.0,52.0,2022-09-29 17:23:53 -0700,00:00:00,50.0,52.0,2022-10-13 19:58:21 -0700,00:00:00,48.0,52.0,2022-10-20 20:10:14 -0700,00:00:00,50.0,53.0,2022-10-27 18:57:53 -0700,00:00:00,50.0,53.0,2022-11-03 15:33:39 -0700,00:00:00,48.0,55.0,2022-11-06 08:34:10 -0800,00:00:00,106.0,150.0,2022-10-06 10:21:15 -0700,00:00:00,,150.0,,00:00:00,,150.0,2022-10-04 20:52:32 -0700,00:00:00,72.5,78.0,2022-11-30 19:20:44 -0800,00:00:00,2.0,2.0,2022-11-30 19:19:31 -0800,00:00:00,2.0,15.0,2022-12-01 15:20:22 -0800,00:00:00,,0.0,2022-08-24 21:32:52 -0700,00:00:00,00:00:00
496648192,,0.0,,00:00:00,52.0,55.0,2022-09-01 11:40:00 -0700,00:00:00,50.0,52.0,2022-09-07 10:58:17 -0700,00:00:00,53.0,53.0,2022-09-12 13:36:52 -0700,00:00:00,52.0,52.0,2022-09-14 12:11:03 -0700,00:00:00,51.0,52.0,2022-09-26 14:27:51 -0700,00:00:00,50.0,52.0,2022-10-12 16:12:28 -0700,00:00:00,49.0,52.0,2022-10-18 12:09:42 -0700,00:00:00,49.0,53.0,2022-10-24 15:32:09 -0700,00:00:00,49.0,53.0,2022-10-29 14:02:17 -0700,00:00:00,55.0,55.0,2022-11-09 11:48:25 -0800,00:00:00,150.0,150.0,2022-10-06 10:26:15 -0700,00:01:15,,150.0,,00:00:00,,150.0,2022-10-05 08:58:42 -0700,00:00:00,75.0,78.0,2022-11-13 00:06:10 -0800,00:00:00,2.0,2.0,2022-11-13 00:11:05 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-24 18:34:12 -0700,00:00:00,00:01:15
139056282,,0.0,,00:00:00,45.0,55.0,2022-09-01 20:31:57 -0700,00:00:00,43.0,52.0,2022-09-08 13:20:25 -0700,00:00:00,50.0,53.0,2022-09-15 20:59:28 -0700,00:00:00,51.0,52.0,2022-09-24 21:18:11 -0700,00:00:00,44.0,52.0,2022-10-01 14:53:33 -0700,00:00:00,51.0,52.0,2022-10-13 12:59:27 -0700,00:00:00,47.0,52.0,2022-10-20 21:52:13 -0700,00:00:00,45.0,53.0,2022-10-27 18:34:43 -0700,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,99.0,150.0,2022-10-06 12:30:28 -0700,02:05:28,,150.0,,00:00:00,,150.0,,00:00:00,77.0,78.0,2022-12-01 22:41:48 -0800,00:00:00,2.0,2.0,2022-12-01 22:48:19 -0800,00:00:00,7.0,15.0,2022-12-02 21:55:51 -0800,00:00:00,,0.0,,00:00:00,02:05:28
411819068,,0.0,,00:00:00,29.5,55.0,2022-09-01 21:59:42 -0700,00:00:42,39.5,52.0,2022-09-08 21:55:15 -0700,00:00:00,39.0,53.0,2022-09-15 21:50:00 -0700,00:00:00,45.0,52.0,2022-09-24 21:01:36 -0700,00:00:00,35.0,52.0,2022-10-01 21:58:43 -0700,00:00:00,48.0,52.0,2022-10-13 21:49:01 -0700,00:00:00,40.0,52.0,2022-10-20 21:59:32 -0700,00:00:32,43.0,53.0,2022-10-27 18:36:22 -0700,00:00:00,32.0,53.0,2022-11-03 21:58:43 -0700,00:00:00,50.0,55.0,2022-11-17 20:51:55 -0800,00:00:00,,150.0,,00:00:00,116.5,150.0,2022-10-06 18:20:14 -0700,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:51:11 -0800,00:00:00,2.0,2.0,2022-12-02 21:54:39 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:01:14
968248176,,0.0,,00:00:00,48.0,55.0,2022-08-29 16:02:15 -0700,00:00:00,42.5,52.0,2022-09-07 15:19:46 -0700,00:00:00,51.5,53.0,2022-09-13 18:56:45 -0700,00:00:00,49.0,52.0,2022-09-24 19:19:12 -0700,00:00:00,48.0,52.0,2022-10-01 21:15:56 -0700,00:00:00,48.0,52.0,2022-10-13 19:30:45 -0700,00:00:00,44.0,52.0,2022-10-20 21:11:56 -0700,00:00:00,45.0,53.0,2022-10-27 19:29:27 -0700,00:00:00,49.0,53.0,2022-11-03 20:58:45 -0700,00:00:00,,55.0,,00:00:00,125.0,150.0,2022-10-06 10:51:03 -0700,00:26:03,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:01:33 -0800,00:00:00,2.0,2.0,2022-12-02 21:03:45 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-25 12:10:58 -0700,00:00:00,00:26:03
744337479,,0.0,,00:00:00,50.0,55.0,2022-09-01 14:47:53 -0700,00:00:00,48.0,52.0,2022-09-08 12:03:00 -0700,00:00:00,51.5,53.0,2022-09-14 18:16:31 -0700,00:00:00,52.0,52.0,2022-09-21 22:39:31 -0700,00:00:00,50.0,52.0,2022-09-30 17:48:47 -0700,00:00:00,44.0,52.0,2022-10-11 16:23:52 -0700,00:00:00,,52.0,,00:00:00,50.0,53.0,2022-10-27 14:57:50 -0700,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,149.5,150.0,2022-10-06 10:25:15 -0700,00:00:15,,150.0,,00:00:00,,150.0,,00:00:00,76.5,78.0,2022-12-02 18:17:33 -0800,00:00:00,2.0,2.0,2022-12-02 18:32:23 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:15
105324844,,0.0,,00:00:00,40.5,55.0,2022-09-01 12:35:53 -0700,00:00:00,47.0,52.0,2022-09-08 12:54:33 -0700,00:00:00,44.0,53.0,2022-09-15 14:17:19 -0700,00:00:00,46.5,52.0,2022-09-24 14:27:24 -0700,00:00:00,46.0,52.0,2022-10-01 14:49:19 -0700,00:00:00,38.0,52.0,2022-10-13 16:28:55 -0700,00:00:00,48.0,52.0,2022-10-20 17:56:45 -0700,00:00:00,39.0,53.0,2022-10-27 16:49:45 -0700,00:00:00,44.0,53.0,2022-11-03 15:11:26 -0700,00:00:00,55.0,55.0,2022-11-16 19:08:31 -0800,00:00:00,114.0,150.0,2022-10-06 10:17:44 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,67.0,78.0,2022-11-30 22:49:38 -0800,00:00:00,1.0,2.0,2022-11-30 23:21:48 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
608215287,,0.0,,00:00:00,37.0,55.0,2022-09-01 21:15:08 -0700,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,78.0,,00:00:00,,2.0,,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
484405746,,0.0,2022-08-24 16:27:59 -0700,00:00:00,43.0,55.0,2022-09-01 14:38:03 -0700,00:00:00,43.0,52.0,2022-09-08 15:11:18 -0700,00:00:00,43.0,53.0,2022-09-15 20:58:53 -0700,00:00:00,50.0,52.0,2022-09-23 18:53:42 -0700,00:00:00,49.0,52.0,2022-10-01 17:43:24 -0700,00:00:00,45.0,52.0,2022-10-13 19:49:13 -0700,00:00:00,42.0,52.0,2022-10-20 21:05:12 -0700,00:00:00,43.0,53.0,2022-10-27 21:59:38 -0700,00:00:38,29.0,53.0,2022-11-03 22:00:38 -0700,00:01:38,55.0,55.0,2022-11-17 17:38:52 -0800,00:00:00,97.5,150.0,2022-10-06 12:41:56 -0700,02:16:56,,150.0,,00:00:00,,150.0,,00:00:00,76.5,78.0,2022-12-02 18:31:35 -0800,00:00:00,2.0,2.0,2022-12-02 19:11:15 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-24 16:27:23 -0700,00:00:00,02:19:12
943661848,,0.0,,00:00:00,48.0,55.0,2022-09-01 18:09:54 -0700,00:00:00,49.0,52.0,2022-09-08 19:03:09 -0700,00:00:00,49.0,53.0,2022-09-15 19:51:33 -0700,00:00:00,52.0,52.0,2022-09-22 19:20:04 -0700,00:00:00,47.0,52.0,2022-10-01 16:05:07 -0700,00:00:00,50.0,52.0,2022-10-13 16:18:37 -0700,00:00:00,50.0,52.0,2022-10-20 17:45:43 -0700,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,127.5,150.0,2022-10-06 10:20:38 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 17:17:16 -0800,00:00:00,2.0,2.0,2022-12-02 16:43:41 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-25 20:19:22 -0700,00:00:00,00:00:00
907286841,,0.0,,00:00:00,,55.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,78.0,,00:00:00,,2.0,,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
359759230,,0.0,,00:00:00,44.0,55.0,2022-09-01 20:03:40 -0700,00:00:00,47.0,52.0,2022-09-08 21:56:34 -0700,00:00:00,43.5,53.0,2022-09-15 19:32:48 -0700,00:00:00,50.0,52.0,2022-09-24 21:55:36 -0700,00:00:00,49.0,52.0,2022-10-01 21:46:08 -0700,00:00:00,50.0,52.0,2022-10-13 21:22:45 -0700,00:00:00,38.0,52.0,2022-10-22 10:43:07 -0700,36:44:07,42.0,53.0,2022-10-27 21:57:14 -0700,00:00:00,50.0,53.0,2022-11-03 21:58:16 -0700,00:00:00,50.0,55.0,2022-11-17 20:53:13 -0800,00:00:00,126.5,150.0,2022-10-06 11:51:47 -0700,01:26:47,,150.0,,00:00:00,,150.0,,00:00:00,77.0,78.0,2022-12-02 21:47:31 -0800,00:00:00,2.0,2.0,2022-12-02 21:52:38 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,38:10:54
442821320,,0.0,,00:00:00,47.0,55.0,2022-11-15 18:04:32 -0800,1797:05:32,47.0,52.0,2022-09-12 11:30:55 -0700,85:31:55,51.0,53.0,2022-09-15 21:46:46 -0700,00:00:00,49.5,52.0,2022-09-24 21:45:39 -0700,00:00:00,52.0,52.0,2022-10-01 18:55:16 -0700,00:00:00,50.0,52.0,2022-10-13 20:27:49 -0700,00:00:00,50.0,52.0,2022-10-20 19:19:45 -0700,00:00:00,3.0,53.0,2022-10-27 21:19:42 -0700,00:00:00,2.0,53.0,2022-11-03 16:32:06 -0700,00:00:00,55.0,55.0,2022-11-17 20:58:30 -0800,00:00:00,102.0,150.0,2022-10-06 10:24:08 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 10:31:13 -0800,00:00:00,2.0,2.0,2022-12-02 10:39:51 -0800,00:00:00,2.0,15.0,2022-12-02 20:37:37 -0800,00:00:00,,0.0,,00:00:00,1882:37:27
963746914,,0.0,,00:00:00,35.0,55.0,2022-09-01 21:24:58 -0700,00:00:00,40.0,52.0,2022-09-08 19:28:10 -0700,00:00:00,49.5,53.0,2022-09-15 21:29:39 -0700,00:00:00,52.0,52.0,2022-09-24 17:59:34 -0700,00:00:00,41.0,52.0,2022-10-01 18:47:05 -0700,00:00:00,46.0,52.0,2022-10-13 10:53:53 -0700,00:00:00,52.0,52.0,2022-10-20 20:34:48 -0700,00:00:00,50.0,53.0,2022-10-27 18:28:38 -0700,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,105.0,150.0,2022-10-06 11:47:57 -0700,01:22:57,,150.0,,00:00:00,,150.0,2022-10-05 13:14:04 -0700,00:00:00,78.0,78.0,2022-12-02 16:23:09 -0800,00:00:00,2.0,2.0,2022-12-02 16:25:58 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,01:22:57
410273349,,0.0,,00:00:00,47.0,55.0,2022-09-01 16:27:59 -0700,00:00:00,48.0,52.0,2022-09-08 15:45:24 -0700,00:00:00,51.5,53.0,2022-09-15 21:23:30 -0700,00:00:00,48.0,52.0,2022-09-20 06:53:15 -0700,00:00:00,52.0,52.0,2022-10-01 20:41:54 -0700,00:00:00,52.0,52.0,2022-10-13 15:31:08 -0700,00:00:00,52.0,52.0,2022-10-20 20:30:35 -0700,00:00:00,49.0,53.0,2022-10-25 21:48:42 -0700,00:00:00,48.0,53.0,2022-11-02 19:38:28 -0700,00:00:00,55.0,55.0,2022-11-15 15:57:02 -0800,00:00:00,134.0,150.0,2022-10-06 11:55:08 -0700,01:30:08,,150.0,,00:00:00,,150.0,2022-10-05 19:45:56 -0700,00:00:00,78.0,78.0,2022-11-28 22:45:05 -0800,00:00:00,2.0,2.0,2022-11-28 22:53:33 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-26 10:37:21 -0700,00:00:00,01:30:08
928986287,,0.0,2022-08-25 09:43:13 -0700,00:00:00,38.0,55.0,2022-08-30 15:18:06 -0700,00:00:00,50.0,52.0,2022-09-08 19:20:31 -0700,00:00:00,48.0,53.0,2022-09-15 14:57:39 -0700,00:00:00,52.0,52.0,2022-09-24 14:06:44 -0700,00:00:00,51.0,52.0,2022-10-01 21:21:02 -0700,00:00:00,47.0,52.0,2022-10-13 21:49:19 -0700,00:00:00,45.0,52.0,2022-10-20 17:36:58 -0700,00:00:00,48.0,53.0,2022-10-27 21:14:58 -0700,00:00:00,48.0,53.0,2022-11-03 20:13:26 -0700,00:00:00,,55.0,,00:00:00,133.5,150.0,2022-10-06 10:21:48 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,76.5,78.0,2022-11-27 20:08:11 -0800,00:00:00,2.0,2.0,2022-11-27 20:15:25 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-25 09:42:00 -0700,00:00:00,00:00:00
411913399,,0.0,,00:00:00,52.0,55.0,2022-09-01 21:58:29 -0700,00:00:00,48.0,52.0,2022-09-08 21:58:12 -0700,00:00:00,47.0,53.0,2022-09-15 21:56:01 -0700,00:00:00,48.5,52.0,2022-09-24 21:56:34 -0700,00:00:00,27.0,52.0,2022-10-01 21:58:57 -0700,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,81.0,150.0,2022-10-06 10:23:43 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,78.0,,00:00:00,,2.0,,00:00:00,,15.0,,00:00:00,,0.0,2022-08-29 15:05:55 -0700,00:00:00,00:00:00
717283131,,0.0,2022-08-23 17:06:12 -0700,00:00:00,38.5,55.0,2022-08-30 14:39:55 -0700,00:00:00,29.0,52.0,2022-09-06 18:12:02 -0700,00:00:00,50.0,53.0,2022-09-15 20:51:39 -0700,00:00:00,50.0,52.0,2022-09-24 15:50:19 -0700,00:00:00,50.0,52.0,2022-10-01 15:42:24 -0700,00:00:00,48.0,52.0,2022-10-13 19:15:37 -0700,00:00:00,46.0,52.0,2022-10-20 16:47:36 -0700,00:00:00,46.0,53.0,2022-10-27 15:14:13 -0700,00:00:00,45.0,53.0,2022-11-03 17:53:35 -0700,00:00:00,,55.0,,00:00:00,115.5,150.0,2022-10-06 10:22:53 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-01 20:05:20 -0800,00:00:00,2.0,2.0,2022-12-01 20:04:51 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
889941393,,0.0,,00:00:00,52.0,55.0,2022-09-01 14:48:21 -0700,00:00:00,48.0,52.0,2022-09-08 10:32:29 -0700,00:00:00,53.0,53.0,2022-09-14 18:10:23 -0700,00:00:00,52.0,52.0,2022-09-21 19:20:53 -0700,00:00:00,52.0,52.0,2022-09-30 17:13:04 -0700,00:00:00,46.0,52.0,2022-10-11 15:52:40 -0700,00:00:00,,52.0,,00:00:00,50.0,53.0,2022-10-27 14:57:16 -0700,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,143.0,150.0,2022-10-06 10:15:32 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 08:39:31 -0800,00:00:00,2.0,2.0,2022-12-02 08:38:53 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
